instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,unexpected_metric
6738,2011-10-13,4,0,10,7,0,4,1,3,0.54,0.5152,1,0.1343,5,76,,schema_drift_v1
6739,2011-10-13,4,0,10,8,0,4,1,3,0.54,0.5152,1,0.0896,10,199,,schema_drift_v1
6740,2011-10-13,4,0,10,9,0,4,1,3,0.56,0.5303,1,0.1045,3,106,,schema_drift_v1
6741,2011-10-13,4,0,10,10,0,4,1,3,0.56,0.5303,1,0.1343,16,53,,schema_drift_v1
6742,2011-10-13,4,0,10,11,0,4,1,2,0.62,0.5758,0.83,0,8,76,,schema_drift_v1
6743,2011-10-13,4,0,10,12,0,4,1,2,0.62,0.5606,0.88,0,10,95,,schema_drift_v1
6744,2011-10-13,4,0,10,13,0,4,1,2,0.64,0.5758,0.83,0.1642,20,142,,schema_drift_v1
6745,2011-10-13,4,0,10,14,0,4,1,1,0.66,0.6061,0.78,0.194,22,111,,schema_drift_v1
6746,2011-10-13,4,0,10,15,0,4,1,1,0.66,0.6061,0.78,0.194,27,128,,schema_drift_v1
6747,2011-10-13,4,0,10,16,0,4,1,1,0.66,0.6212,0.74,0.2239,36,240,,schema_drift_v1
6748,2011-10-13,4,0,10,17,0,4,1,3,0.62,0.5758,0.83,0.2537,47,432,,schema_drift_v1
6749,2011-10-13,4,0,10,18,0,4,1,3,0.62,0.5758,0.83,0.2537,20,248,,schema_drift_v1
6750,2011-10-13,4,0,10,19,0,4,1,2,0.62,0.5758,0.83,0.1642,18,187,,schema_drift_v1
6751,2011-10-13,4,0,10,20,0,4,1,1,0.62,0.5758,0.83,0.2836,15,166,,schema_drift_v1
6752,2011-10-13,4,0,10,21,0,4,1,1,0.62,0.5758,0.83,0.194,8,115,,schema_drift_v1
6753,2011-10-13,4,0,10,22,0,4,1,1,0.62,0.5758,0.83,0.194,13,101,,schema_drift_v1
6754,2011-10-13,4,0,10,23,0,4,1,2,0.58,0.5455,0.88,0.194,2,45,,schema_drift_v1
6755,2011-10-14,4,0,10,0,0,5,1,1,0.58,0.5455,0.94,0.0896,10,29,,schema_drift_v1
6756,2011-10-14,4,0,10,1,0,5,1,1,0.58,0.5455,0.94,0.1343,8,16,,schema_drift_v1
6757,2011-10-14,4,0,10,2,0,5,1,1,0.56,0.5303,0.94,0.1642,0,6,,schema_drift_v1
6758,2011-10-14,4,0,10,3,0,5,1,1,0.56,0.5303,0.94,0.1343,1,6,,schema_drift_v1
6759,2011-10-14,4,0,10,4,0,5,1,1,0.56,0.5303,0.94,0.194,0,8,,schema_drift_v1
6760,2011-10-14,4,0,10,5,0,5,1,2,0.56,0.5303,0.94,0.1642,0,17,,schema_drift_v1
6761,2011-10-14,4,0,10,6,0,5,1,3,0.56,0.5303,0.88,0.194,4,90,,schema_drift_v1
6762,2011-10-14,4,0,10,7,0,5,1,3,0.56,0.5303,0.88,0.194,10,137,,schema_drift_v1
6763,2011-10-14,4,0,10,8,0,5,1,2,0.56,0.5303,0.9,0.1642,23,186,,schema_drift_v1
6764,2011-10-14,4,0,10,9,0,5,1,2,0.56,0.5303,0.94,0.2239,16,164,,schema_drift_v1
6765,2011-10-14,4,0,10,10,0,5,1,3,0.54,0.5152,0.88,0.3582,17,108,,schema_drift_v1
6766,2011-10-14,4,0,10,11,0,5,1,3,0.52,0.5,0.88,0.1642,11,76,,schema_drift_v1
6767,2011-10-14,4,0,10,12,0,5,1,3,0.52,0.5,0.88,0.1642,13,62,,schema_drift_v1
6768,2011-10-14,4,0,10,13,0,5,1,1,0.56,0.5303,0.73,0.3582,18,114,,schema_drift_v1
6769,2011-10-14,4,0,10,14,0,5,1,1,0.62,0.6212,0.43,0.3582,37,119,,schema_drift_v1
6770,2011-10-14,4,0,10,15,0,5,1,1,0.62,0.6212,0.43,0.2836,61,169,,schema_drift_v1
6771,2011-10-14,4,0,10,16,0,5,1,1,0.6,0.6212,0.43,0.2239,80,264,,schema_drift_v1
6772,2011-10-14,4,0,10,17,0,5,1,1,0.58,0.5455,0.46,0.4179,55,426,,schema_drift_v1
6773,2011-10-14,4,0,10,18,0,5,1,1,0.54,0.5152,0.39,0.2836,62,361,,schema_drift_v1
6774,2011-10-14,4,0,10,19,0,5,1,1,0.54,0.5152,0.39,0.3284,27,221,,schema_drift_v1
6775,2011-10-14,4,0,10,20,0,5,1,1,0.52,0.5,0.42,0.194,19,177,,schema_drift_v1
6776,2011-10-14,4,0,10,21,0,5,1,1,0.5,0.4848,0.45,0.194,22,156,,schema_drift_v1
6777,2011-10-14,4,0,10,22,0,5,1,1,0.46,0.4545,0.59,0.2239,20,123,,schema_drift_v1
6778,2011-10-14,4,0,10,23,0,5,1,1,0.46,0.4545,0.59,0.1642,15,80,,schema_drift_v1
6779,2011-10-15,4,0,10,0,0,6,0,1,0.46,0.4545,0.55,0.1045,18,88,,schema_drift_v1
6780,2011-10-15,4,0,10,1,0,6,0,1,0.46,0.4545,0.55,0.2537,9,64,,schema_drift_v1
6781,2011-10-15,4,0,10,2,0,6,0,1,0.46,0.4545,0.59,0.194,17,39,,schema_drift_v1
6782,2011-10-15,4,0,10,3,0,6,0,1,0.44,0.4394,0.62,0.194,5,18,,schema_drift_v1
6783,2011-10-15,4,0,10,4,0,6,0,1,0.42,0.4242,0.67,0.1343,0,6,,schema_drift_v1
6784,2011-10-15,4,0,10,5,0,6,0,1,0.42,0.4242,0.71,0.1642,1,6,,schema_drift_v1
6785,2011-10-15,4,0,10,6,0,6,0,1,0.4,0.4091,0.71,0,5,15,,schema_drift_v1
6786,2011-10-15,4,0,10,7,0,6,0,1,0.4,0.4091,0.76,0.1045,17,40,,schema_drift_v1
6787,2011-10-15,4,0,10,8,0,6,0,1,0.46,0.4545,0.59,0.2836,24,101,,schema_drift_v1
6788,2011-10-15,4,0,10,9,0,6,0,1,0.52,0.5,0.48,0.2985,50,157,,schema_drift_v1
6789,2011-10-15,4,0,10,10,0,6,0,1,0.54,0.5152,0.45,0.4478,115,207,,schema_drift_v1
6790,2011-10-15,4,0,10,11,0,6,0,1,0.56,0.5303,0.4,0.3881,153,221,,schema_drift_v1
6791,2011-10-15,4,0,10,12,0,6,0,1,0.58,0.5455,0.35,0.5522,195,261,,schema_drift_v1
6792,2011-10-15,4,0,10,13,0,6,0,1,0.6,0.6212,0.35,0.4627,171,223,,schema_drift_v1
6793,2011-10-15,4,0,10,14,0,6,0,1,0.6,0.6212,0.33,0.4627,242,230,,schema_drift_v1
6794,2011-10-15,4,0,10,15,0,6,0,1,0.62,0.6212,0.31,0.4925,166,211,,schema_drift_v1
6795,2011-10-15,4,0,10,16,0,6,0,1,0.62,0.6212,0.29,0.3881,179,264,,schema_drift_v1
6796,2011-10-15,4,0,10,17,0,6,0,1,0.58,0.5455,0.32,0.2836,177,264,,schema_drift_v1
6797,2011-10-15,4,0,10,18,0,6,0,1,0.54,0.5152,0.39,0.194,121,251,,schema_drift_v1
6798,2011-10-15,4,0,10,19,0,6,0,1,0.5,0.4848,0.51,0.1343,61,177,,schema_drift_v1
6799,2011-10-15,4,0,10,20,0,6,0,1,0.5,0.4848,0.48,0.1343,42,137,,schema_drift_v1
6800,2011-10-15,4,0,10,21,0,6,0,1,0.5,0.4848,0.42,0.2239,53,115,,schema_drift_v1
6801,2011-10-15,4,0,10,22,0,6,0,1,0.5,0.4848,0.36,0.1343,45,121,,schema_drift_v1
6802,2011-10-15,4,0,10,23,0,6,0,1,0.48,0.4697,0.41,0.1642,33,102,,schema_drift_v1
6803,2011-10-16,4,0,10,0,0,0,0,1,0.46,0.4545,0.44,0.1343,22,85,,schema_drift_v1
6804,2011-10-16,4,0,10,1,0,0,0,1,0.44,0.4394,0.47,0.1343,13,64,,schema_drift_v1
6805,2011-10-16,4,0,10,2,0,0,0,1,0.42,0.4242,0.54,0.1343,13,52,,schema_drift_v1
6806,2011-10-16,4,0,10,3,0,0,0,1,0.42,0.4242,0.54,0.1343,11,31,,schema_drift_v1
6807,2011-10-16,4,0,10,4,0,0,0,1,0.42,0.4242,0.54,0.194,5,7,,schema_drift_v1
6808,2011-10-16,4,0,10,5,0,0,0,1,0.42,0.4242,0.54,0.1642,1,6,,schema_drift_v1
6809,2011-10-16,4,0,10,6,0,0,0,1,0.38,0.3939,0.66,0.1642,3,7,,schema_drift_v1
6810,2011-10-16,4,0,10,7,0,0,0,1,0.4,0.4091,0.62,0.1343,9,39,,schema_drift_v1
6811,2011-10-16,4,0,10,8,0,0,0,1,0.44,0.4394,0.62,0.194,28,71,,schema_drift_v1
6812,2011-10-16,4,0,10,9,0,0,0,1,0.5,0.4848,0.45,0.2239,39,151,,schema_drift_v1
6813,2011-10-16,4,0,10,10,0,0,0,1,0.54,0.5152,0.45,0.2537,121,226,,schema_drift_v1
6814,2011-10-16,4,0,10,11,0,0,0,1,0.56,0.5303,0.35,0.2836,159,218,,schema_drift_v1
6815,2011-10-16,4,0,10,12,0,0,0,1,0.58,0.5455,0.35,0.2537,167,277,,schema_drift_v1
6816,2011-10-16,4,0,10,13,0,0,0,1,0.6,0.6212,0.35,0.2985,169,269,,schema_drift_v1
6817,2011-10-16,4,0,10,14,0,0,0,1,0.6,0.6212,0.4,0.2985,204,258,,schema_drift_v1
6818,2011-10-16,4,0,10,15,0,0,0,1,0.62,0.6212,0.35,0.3881,182,230,,schema_drift_v1
6819,2011-10-16,4,0,10,16,0,0,0,1,0.6,0.6212,0.46,0.3881,177,289,,schema_drift_v1
6820,2011-10-16,4,0,10,17,0,0,0,1,0.58,0.5455,0.49,0.4627,152,253,,schema_drift_v1
6821,2011-10-16,4,0,10,18,0,0,0,1,0.56,0.5303,0.49,0.4478,102,226,,schema_drift_v1
6822,2011-10-16,4,0,10,19,0,0,0,1,0.54,0.5152,0.52,0.3881,52,181,,schema_drift_v1
6823,2011-10-16,4,0,10,20,0,0,0,1,0.54,0.5152,0.52,0.4627,49,129,,schema_drift_v1
6824,2011-10-16,4,0,10,21,0,0,0,1,0.54,0.5152,0.52,0.3881,14,88,,schema_drift_v1
6825,2011-10-16,4,0,10,22,0,0,0,1,0.56,0.5303,0.49,0.4179,42,88,,schema_drift_v1
6826,2011-10-16,4,0,10,23,0,0,0,1,0.56,0.5303,0.52,0.4179,14,48,,schema_drift_v1
6827,2011-10-17,4,0,10,0,0,1,1,1,0.54,0.5152,0.56,0.3284,12,25,,schema_drift_v1
6828,2011-10-17,4,0,10,1,0,1,1,1,0.56,0.5303,0.54,0.3881,2,15,,schema_drift_v1
6829,2011-10-17,4,0,10,2,0,1,1,1,0.56,0.5303,0.54,0.3881,4,3,,schema_drift_v1
6830,2011-10-17,4,0,10,3,0,1,1,1,0.56,0.5303,0.49,0.194,0,2,,schema_drift_v1
6831,2011-10-17,4,0,10,4,0,1,1,1,0.52,0.5,0.59,0.1642,2,3,,schema_drift_v1
6832,2011-10-17,4,0,10,5,0,1,1,1,0.5,0.4848,0.63,0.2985,1,28,,schema_drift_v1
6833,2011-10-17,4,0,10,6,0,1,1,1,0.5,0.4848,0.55,0.2537,7,107,,schema_drift_v1
6834,2011-10-17,4,0,10,7,0,1,1,2,0.5,0.4848,0.55,0.1642,10,299,,schema_drift_v1
6835,2011-10-17,4,0,10,8,0,1,1,2,0.5,0.4848,0.51,0.2537,33,381,,schema_drift_v1
6836,2011-10-17,4,0,10,9,0,1,1,2,0.5,0.4848,0.45,0.2836,26,180,,schema_drift_v1
6837,2011-10-17,4,0,10,10,0,1,1,1,0.52,0.5,0.45,0.1642,43,92,,schema_drift_v1
6838,2011-10-17,4,0,10,11,0,1,1,1,0.56,0.5303,0.43,0,35,131,,schema_drift_v1
6839,2011-10-17,4,0,10,12,0,1,1,1,0.56,0.5303,0.4,0.0896,39,166,,schema_drift_v1
6840,2011-10-17,4,0,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896,49,156,,schema_drift_v1
6841,2011-10-17,4,0,10,14,0,1,1,1,0.58,0.5455,0.49,0.194,44,122,,schema_drift_v1
6842,2011-10-17,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.2537,66,142,,schema_drift_v1
6843,2011-10-17,4,0,10,16,0,1,1,1,0.58,0.5455,0.56,0.2537,64,238,,schema_drift_v1
6844,2011-10-17,4,0,10,17,0,1,1,1,0.56,0.5303,0.64,0.1343,80,540,,schema_drift_v1
6845,2011-10-17,4,0,10,18,0,1,1,1,0.56,0.5303,0.6,0,49,469,,schema_drift_v1
6846,2011-10-17,4,0,10,19,0,1,1,1,0.54,0.5152,0.68,0.1045,45,288,,schema_drift_v1
6847,2011-10-17,4,0,10,20,0,1,1,1,0.52,0.5,0.77,0.1045,40,189,,schema_drift_v1
6848,2011-10-17,4,0,10,21,0,1,1,1,0.5,0.4848,0.77,0.1045,36,141,,schema_drift_v1
6849,2011-10-17,4,0,10,22,0,1,1,1,0.5,0.4848,0.77,0,16,88,,schema_drift_v1
6850,2011-10-17,4,0,10,23,0,1,1,2,0.48,0.4697,0.88,0,10,52,,schema_drift_v1
6851,2011-10-18,4,0,10,0,0,2,1,1,0.48,0.4697,0.82,0,8,23,,schema_drift_v1
6852,2011-10-18,4,0,10,1,0,2,1,2,0.46,0.4545,0.88,0,4,7,,schema_drift_v1
6853,2011-10-18,4,0,10,2,0,2,1,1,0.44,0.4394,0.94,0.0896,1,4,,schema_drift_v1
6854,2011-10-18,4,0,10,3,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,,schema_drift_v1
6855,2011-10-18,4,0,10,4,0,2,1,2,0.44,0.4394,0.94,0.1045,0,4,,schema_drift_v1
6856,2011-10-18,4,0,10,5,0,2,1,2,0.46,0.4545,0.88,0,2,19,,schema_drift_v1
6857,2011-10-18,4,0,10,6,0,2,1,1,0.46,0.4545,0.82,0.0896,4,105,,schema_drift_v1
6858,2011-10-18,4,0,10,7,0,2,1,1,0.46,0.4545,0.88,0.0896,15,326,,schema_drift_v1
6859,2011-10-18,4,0,10,8,0,2,1,1,0.5,0.4848,0.77,0.0896,25,474,,schema_drift_v1
6860,2011-10-18,4,0,10,9,0,2,1,2,0.52,0.5,0.77,0.0896,29,198,,schema_drift_v1
6861,2011-10-18,4,0,10,10,0,2,1,2,0.56,0.5303,0.68,0,27,75,,schema_drift_v1
6862,2011-10-18,4,0,10,11,0,2,1,2,0.6,0.6212,0.49,0.1045,35,112,,schema_drift_v1
6863,2011-10-18,4,0,10,12,0,2,1,2,0.62,0.6212,0.43,0.0896,42,159,,schema_drift_v1
6864,2011-10-18,4,0,10,13,0,2,1,2,0.64,0.6212,0.38,0.194,48,171,,schema_drift_v1
6865,2011-10-18,4,0,10,14,0,2,1,2,0.62,0.6212,0.41,0.1642,32,137,,schema_drift_v1
6866,2011-10-18,4,0,10,15,0,2,1,1,0.62,0.6212,0.5,0.194,66,139,,schema_drift_v1
6867,2011-10-18,4,0,10,16,0,2,1,1,0.62,0.6212,0.57,0.2537,58,246,,schema_drift_v1
6868,2011-10-18,4,0,10,17,0,2,1,1,0.6,0.6061,0.6,0.1343,72,553,,schema_drift_v1
6869,2011-10-18,4,0,10,18,0,2,1,1,0.56,0.5303,0.68,0.1045,58,512,,schema_drift_v1
6870,2011-10-18,4,0,10,19,0,2,1,1,0.56,0.5303,0.6,0.1045,31,286,,schema_drift_v1
6871,2011-10-18,4,0,10,20,0,2,1,1,0.54,0.5152,0.64,0.1642,23,204,,schema_drift_v1
6872,2011-10-18,4,0,10,21,0,2,1,2,0.54,0.5152,0.68,0.1343,28,178,,schema_drift_v1
6873,2011-10-18,4,0,10,22,0,2,1,2,0.52,0.5,0.77,0.1642,22,115,,schema_drift_v1
6874,2011-10-18,4,0,10,23,0,2,1,2,0.52,0.5,0.77,0.194,7,63,,schema_drift_v1
6875,2011-10-19,4,0,10,0,0,3,1,2,0.52,0.5,0.77,0.194,11,23,,schema_drift_v1
6876,2011-10-19,4,0,10,1,0,3,1,2,0.52,0.5,0.77,0.194,7,9,,schema_drift_v1
6877,2011-10-19,4,0,10,2,0,3,1,2,0.52,0.5,0.77,0.194,1,6,,schema_drift_v1
6878,2011-10-19,4,0,10,4,0,3,1,3,0.5,0.4848,0.94,0.194,0,3,,schema_drift_v1
6879,2011-10-19,4,0,10,5,0,3,1,3,0.5,0.4848,1,0.1045,0,3,,schema_drift_v1
6880,2011-10-19,4,0,10,6,0,3,1,3,0.52,0.5,0.83,0.2537,3,28,,schema_drift_v1
6881,2011-10-19,4,0,10,7,0,3,1,3,0.52,0.5,0.77,0.2537,1,67,,schema_drift_v1
6882,2011-10-19,4,0,10,8,0,3,1,3,0.54,0.5152,0.7,0.4925,10,200,,schema_drift_v1
6883,2011-10-19,4,0,10,9,0,3,1,3,0.52,0.5,0.88,0.4925,17,185,,schema_drift_v1
6884,2011-10-19,4,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925,14,109,,schema_drift_v1
6885,2011-10-19,4,0,10,11,0,3,1,3,0.52,0.5,0.94,0.2537,33,116,,schema_drift_v1
6886,2011-10-19,4,0,10,12,0,3,1,3,0.52,0.5,0.94,0.3284,13,117,,schema_drift_v1
6887,2011-10-19,4,0,10,13,0,3,1,2,0.54,0.5152,0.94,0.2836,20,86,,schema_drift_v1
6888,2011-10-19,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.1642,17,80,,schema_drift_v1
6889,2011-10-19,4,0,10,15,0,3,1,3,0.54,0.5152,1,0.1343,21,99,,schema_drift_v1
6890,2011-10-19,4,0,10,16,0,3,1,3,0.56,0.5303,0.94,0.1642,21,180,,schema_drift_v1
6891,2011-10-19,4,0,10,17,0,3,1,3,0.56,0.5303,0.94,0.1642,11,170,,schema_drift_v1
6892,2011-10-19,4,0,10,18,0,3,1,3,0.56,0.5303,1,0.1642,8,132,,schema_drift_v1
6893,2011-10-19,4,0,10,19,0,3,1,2,0.6,0.5455,0.88,0.1343,8,189,,schema_drift_v1
6894,2011-10-19,4,0,10,20,0,3,1,3,0.6,0.5152,0.94,0.0896,5,140,,schema_drift_v1
6895,2011-10-19,4,0,10,21,0,3,1,2,0.58,0.5455,0.94,0.1343,6,79,,schema_drift_v1
6896,2011-10-19,4,0,10,22,0,3,1,2,0.58,0.5455,0.94,0.3582,13,94,,schema_drift_v1
6897,2011-10-19,4,0,10,23,0,3,1,2,0.58,0.5455,0.94,0.3582,14,55,,schema_drift_v1
6898,2011-10-20,4,0,10,0,0,4,1,1,0.56,0.5303,0.94,0.2985,4,22,,schema_drift_v1
6899,2011-10-20,4,0,10,1,0,4,1,1,0.56,0.5303,0.88,0.3582,4,11,,schema_drift_v1
6900,2011-10-20,4,0,10,2,0,4,1,1,0.56,0.5303,0.88,0.4478,0,4,,schema_drift_v1
6901,2011-10-20,4,0,10,3,0,4,1,1,0.5,0.4848,0.82,0.4627,0,1,,schema_drift_v1
6902,2011-10-20,4,0,10,4,0,4,1,1,0.5,0.4848,0.82,0.4627,2,6,,schema_drift_v1
6903,2011-10-20,4,0,10,5,0,4,1,1,0.48,0.4697,0.82,0.3582,2,24,,schema_drift_v1
6904,2011-10-20,4,0,10,6,0,4,1,1,0.44,0.4394,0.82,0.4179,5,87,,schema_drift_v1
6905,2011-10-20,4,0,10,7,0,4,1,1,0.42,0.4242,0.77,0.4478,15,303,,schema_drift_v1
6906,2011-10-20,4,0,10,8,0,4,1,1,0.44,0.4394,0.67,0.5224,17,409,,schema_drift_v1
6907,2011-10-20,4,0,10,9,0,4,1,1,0.44,0.4394,0.67,0.5821,26,197,,schema_drift_v1
6908,2011-10-20,4,0,10,10,0,4,1,1,0.46,0.4545,0.59,0.4478,25,105,,schema_drift_v1
6909,2011-10-20,4,0,10,11,0,4,1,1,0.48,0.4697,0.55,0.5224,30,99,,schema_drift_v1
6910,2011-10-20,4,0,10,12,0,4,1,1,0.48,0.4697,0.48,0.5224,28,171,,schema_drift_v1
6911,2011-10-20,4,0,10,13,0,4,1,1,0.5,0.4848,0.45,0.5821,28,136,,schema_drift_v1
6912,2011-10-20,4,0,10,14,0,4,1,2,0.48,0.4697,0.48,0.5522,38,117,,schema_drift_v1
6913,2011-10-20,4,0,10,15,0,4,1,2,0.48,0.4697,0.51,0.4478,22,138,,schema_drift_v1
6914,2011-10-20,4,0,10,16,0,4,1,2,0.48,0.4697,0.51,0.4478,31,203,,schema_drift_v1
6915,2011-10-20,4,0,10,17,0,4,1,2,0.48,0.4697,0.48,0.3881,56,438,,schema_drift_v1
6916,2011-10-20,4,0,10,18,0,4,1,2,0.46,0.4545,0.51,0.2985,39,430,,schema_drift_v1
6917,2011-10-20,4,0,10,19,0,4,1,1,0.46,0.4545,0.51,0.3582,20,278,,schema_drift_v1
6918,2011-10-20,4,0,10,20,0,4,1,2,0.46,0.4545,0.51,0.3284,34,207,,schema_drift_v1
6919,2011-10-20,4,0,10,21,0,4,1,1,0.44,0.4394,0.51,0.2985,16,149,,schema_drift_v1
6920,2011-10-20,4,0,10,22,0,4,1,1,0.44,0.4394,0.51,0.3284,22,106,,schema_drift_v1
6921,2011-10-20,4,0,10,23,0,4,1,1,0.42,0.4242,0.58,0.2537,7,83,,schema_drift_v1
6922,2011-10-21,4,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537,8,42,,schema_drift_v1
6923,2011-10-21,4,0,10,1,0,5,1,1,0.4,0.4091,0.62,0.2239,7,19,,schema_drift_v1
6924,2011-10-21,4,0,10,2,0,5,1,1,0.38,0.3939,0.66,0.1642,6,12,,schema_drift_v1
6925,2011-10-21,4,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,0,7,,schema_drift_v1
6926,2011-10-21,4,0,10,4,0,5,1,1,0.36,0.3485,0.71,0.1642,0,6,,schema_drift_v1
6927,2011-10-21,4,0,10,5,0,5,1,1,0.34,0.3333,0.76,0.194,0,31,,schema_drift_v1
6928,2011-10-21,4,0,10,6,0,5,1,1,0.36,0.3485,0.71,0.1642,7,78,,schema_drift_v1
6929,2011-10-21,4,0,10,7,0,5,1,1,0.36,0.3485,0.71,0.1642,5,228,,schema_drift_v1
6930,2011-10-21,4,0,10,8,0,5,1,1,0.4,0.4091,0.62,0.194,16,386,,schema_drift_v1
6931,2011-10-21,4,0,10,9,0,5,1,2,0.42,0.4242,0.58,0.1343,33,189,,schema_drift_v1
6932,2011-10-21,4,0,10,10,0,5,1,1,0.46,0.4545,0.51,0.1642,32,106,,schema_drift_v1
6933,2011-10-21,4,0,10,11,0,5,1,1,0.5,0.4848,0.45,0.2239,39,135,,schema_drift_v1
6934,2011-10-21,4,0,10,12,0,5,1,1,0.5,0.4848,0.45,0.2985,47,193,,schema_drift_v1
6935,2011-10-21,4,0,10,13,0,5,1,1,0.48,0.4697,0.48,0.3284,43,163,,schema_drift_v1
6936,2011-10-21,4,0,10,14,0,5,1,1,0.52,0.5,0.42,0.2985,67,131,,schema_drift_v1
6937,2011-10-21,4,0,10,15,0,5,1,1,0.5,0.4848,0.45,0.2836,57,178,,schema_drift_v1
6938,2011-10-21,4,0,10,16,0,5,1,1,0.5,0.4848,0.45,0.2537,60,242,,schema_drift_v1
6939,2011-10-21,4,0,10,17,0,5,1,2,0.46,0.4545,0.51,0.2537,79,445,,schema_drift_v1
6940,2011-10-21,4,0,10,18,0,5,1,2,0.44,0.4394,0.54,0.2537,43,354,,schema_drift_v1
6941,2011-10-21,4,0,10,19,0,5,1,2,0.44,0.4394,0.54,0.3881,25,228,,schema_drift_v1
6942,2011-10-21,4,0,10,20,0,5,1,2,0.44,0.4394,0.54,0.2239,29,155,,schema_drift_v1
6943,2011-10-21,4,0,10,21,0,5,1,1,0.42,0.4242,0.58,0.1642,31,112,,schema_drift_v1
6944,2011-10-21,4,0,10,22,0,5,1,1,0.42,0.4242,0.54,0.1642,24,89,,schema_drift_v1
6945,2011-10-21,4,0,10,23,0,5,1,1,0.4,0.4091,0.62,0.2239,18,99,,schema_drift_v1
6946,2011-10-22,4,0,10,0,0,6,0,1,0.4,0.4091,0.62,0.194,16,80,,schema_drift_v1
6947,2011-10-22,4,0,10,1,0,6,0,1,0.4,0.4091,0.62,0.194,20,50,,schema_drift_v1
6948,2011-10-22,4,0,10,2,0,6,0,1,0.4,0.4091,0.62,0.2537,6,25,,schema_drift_v1
6949,2011-10-22,4,0,10,3,0,6,0,1,0.4,0.4091,0.62,0.1343,1,19,,schema_drift_v1
6950,2011-10-22,4,0,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896,4,4,,schema_drift_v1
6951,2011-10-22,4,0,10,5,0,6,0,1,0.38,0.3939,0.66,0,1,7,,schema_drift_v1
6952,2011-10-22,4,0,10,6,0,6,0,1,0.36,0.3788,0.71,0,1,17,,schema_drift_v1
6953,2011-10-22,4,0,10,7,0,6,0,1,0.36,0.3636,0.76,0.1045,8,49,,schema_drift_v1
6954,2011-10-22,4,0,10,8,0,6,0,1,0.4,0.4091,0.71,0,26,88,,schema_drift_v1
6955,2011-10-22,4,0,10,9,0,6,0,1,0.42,0.4242,0.67,0.0896,47,122,,schema_drift_v1
6956,2011-10-22,4,0,10,10,0,6,0,2,0.44,0.4394,0.62,0.1045,87,149,,schema_drift_v1
6957,2011-10-22,4,0,10,11,0,6,0,2,0.44,0.4394,0.62,0.1045,110,172,,schema_drift_v1
6958,2011-10-22,4,0,10,12,0,6,0,1,0.46,0.4545,0.55,0.0896,132,211,,schema_drift_v1
6959,2011-10-22,4,0,10,13,0,6,0,1,0.5,0.4848,0.45,0,136,186,,schema_drift_v1
6960,2011-10-22,4,0,10,14,0,6,0,2,0.48,0.4697,0.48,0.2239,133,177,,schema_drift_v1
6961,2011-10-22,4,0,10,15,0,6,0,1,0.48,0.4697,0.51,0.2239,159,223,,schema_drift_v1
6962,2011-10-22,4,0,10,16,0,6,0,1,0.5,0.4848,0.45,0.194,169,190,,schema_drift_v1
6963,2011-10-22,4,0,10,17,0,6,0,1,0.46,0.4545,0.55,0.1343,143,217,,schema_drift_v1
6964,2011-10-22,4,0,10,18,0,6,0,1,0.44,0.4394,0.54,0.0896,111,224,,schema_drift_v1
6965,2011-10-22,4,0,10,19,0,6,0,1,0.44,0.4394,0.67,0,47,173,,schema_drift_v1
6966,2011-10-22,4,0,10,20,0,6,0,1,0.42,0.4242,0.67,0,48,111,,schema_drift_v1
6967,2011-10-22,4,0,10,21,0,6,0,1,0.4,0.4091,0.76,0,37,120,,schema_drift_v1
6968,2011-10-22,4,0,10,22,0,6,0,1,0.4,0.4091,0.76,0,30,114,,schema_drift_v1
6969,2011-10-22,4,0,10,23,0,6,0,1,0.38,0.3939,0.82,0,27,81,,schema_drift_v1
6970,2011-10-23,4,0,10,0,0,0,0,1,0.36,0.3788,0.87,0,24,64,,schema_drift_v1
6971,2011-10-23,4,0,10,1,0,0,0,1,0.36,0.3788,0.87,0,11,60,,schema_drift_v1
6972,2011-10-23,4,0,10,2,0,0,0,1,0.34,0.3485,0.87,0.0896,10,40,,schema_drift_v1
6973,2011-10-23,4,0,10,3,0,0,0,1,0.34,0.3636,0.87,0,15,31,,schema_drift_v1
6974,2011-10-23,4,0,10,4,0,0,0,1,0.34,0.3636,0.87,0,5,1,,schema_drift_v1
6975,2011-10-23,4,0,10,5,0,0,0,1,0.32,0.3485,0.87,0,1,2,,schema_drift_v1
6976,2011-10-23,4,0,10,6,0,0,0,1,0.32,0.3333,0.87,0.1045,0,12,,schema_drift_v1
6977,2011-10-23,4,0,10,7,0,0,0,1,0.34,0.3485,0.87,0.0896,3,18,,schema_drift_v1
6978,2011-10-23,4,0,10,8,0,0,0,1,0.36,0.3485,0.87,0.1343,32,56,,schema_drift_v1
6979,2011-10-23,4,0,10,9,0,0,0,1,0.4,0.4091,0.76,0,48,95,,schema_drift_v1
